Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,Latitude,Longitude,Height,Bad Sats,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
128352,25-Jul-14,1:19:05,2,10,175,,0,9,28.67287445,-82.69910431,19:14.3,28.67287445,-82.69910431,,,10,-0.7,,,,15,2,28550,,,,12,17697,,,,5,479,,,,10,19022,,,,25,6215,,,,26,23149,,,,6,27380,,,,15,22520,,,,29,15693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,25-Jul-14,21:38:26,1,10,178,114,0,5,28.67951012,-82.6931839,38:35.8,28.67951012,-82.6931839,,,6.7,-0.2,,,,15,4,17735,,,,2,7209,,,,10,11794,,,,28,31350,,,,17,18230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,26-Jul-14,3:41:17,1,10,179,114,0,5,28.66815948,-82.71294403,41:26.2,28.66815948,-82.71294403,,,13.3,-0.8,,,,15,26,23116,,,,15,10981,,,,5,22695,,,,29,4509,,,,21,10120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,26-Jul-14,21:58:07,1,10,182,115,0,8,28.67943382,-82.69136047,58:16.3,28.67943382,-82.69136047,,,5.4,-0.7,,,,15,17,5280,,,,10,5276,,,,4,11523,,,,28,22115,,,,12,5110,,,,2,22696,,,,6,29350,,,,24,12494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,28-Jul-14,16:27:09,1,10,188,137,0,7,28.67951202,-82.6901474,27:18.4,28.67951202,-82.6901474,,,12,-0.6,,,,15,13,9963,,,,8,8408,,,,11,22425,,,,30,31540,,,,1,9099,,,,23,27822,,,,7,18648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,29-Jul-14,5:06:46,2,10,190,139,0,7,28.66880417,-82.69841766,06:56.9,28.66880417,-82.69841766,,,4.7,0.9,,,,15,22,30214,,,,18,25342,,,,15,4363,,,,14,13007,,,,21,23832,,,,29,1080,,,,24,11633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,29-Jul-14,17:37:19,1,10,192,,0,9,28.67889214,-82.69113159,37:28.9,28.67889214,-82.69113159,,,9.1,-0.1,,,,15,1,27414,,,,30,25913,,,,11,14677,,,,8,3301,,,,19,29786,,,,17,24929,,,,4,11306,,,,7,12009,,,,3,2072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,29-Jul-14,23:40:38,1,10,193,140,0,5,28.67922783,-82.69486237,40:47.5,28.67922783,-82.69486237,,,4,-0.5,,,,15,6,19063,,,,12,12749,,,,5,8935,,,,2,5137,,,,25,6438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,31-Jul-14,1:52:08,1,10,197,147,0,5,28.66501236,-82.70301819,52:17.5,28.66501236,-82.70301819,,,3.5,-0.5,,,,15,2,5750,,,,29,16559,,,,5,32584,,,,25,26842,,,,26,28382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,31-Jul-14,15:03:39,2,10,199,151,0,8,28.66934776,-82.7195282,03:49.5,28.66934776,-82.7195282,,,7.8,0.5,,,,15,27,26382,,,,7,12520,,,,3,9272,,,,11,25627,,,,23,26149,,,,19,30208,,,,16,32111,,,,13,6132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,2-Aug-14,8:21:01,1,11,205,169,0,5,28.66705704,-82.712677,21:12.0,28.66705704,-82.712677,,,1.8,0,,,,15,18,27031,,,,22,30225,,,,25,7753,,,,14,21315,,,,31,8096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,3-Aug-14,10:10:21,2,10,209,174,0,3,,,,,,,,,,,,,15,16,12479,,,,31,4841,,,,22,11902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
